susp_score,current_label,corrected_label,text,app,language
0,negative,negative,"SINYAL FULL, KUOTA ADA, SALDO OVO ADA, PESEN GRAB 10 MENIT POSISI DRIVER GA GERAK2, DICHAT GA BALES, SAYA CANCEL TERNYAYA BARANG SDH DIAMBIL, DRIVER MARAH2, LAH APLIKASINYA YANG GA NGELOAD",Grab,en
0,negative,negative,"ngacoo, masa titik nya jadi pindah ke tengah sungai dan berubah ubah dgn sendirinya",Grab,en
-1,negative,negative,"Mart items get remove from your cart and not restored afterward, making it impossible for you to use coupon or promotion in time.",Grab,en
-1,negative,negative,harga makin lama makin mahal. padahal dekat sja tapi harga dh nak menceca 20?,Grab,en
-1,negative,negative,So many terrible drivers,Grab,en
-1,negative,negative,online topup wallet so slow,Grab,ms
-1,negative,negative,sebelum siapkan order pastikan betul jangan main ambik jer tapi salah,Grab,ms
-1,negative,negative,All foreigners are awere from grab taxi drivers. In Phuket i book a ride from patong to chalong in 280 Bath where i was going to see the dolphin show. When I was reached at my destination i gave 200 bath to the drive of car No. 1316 then because i have no 80 bath change in my wallet i gave him again 1000 Bath and ask him to return my 920 my back in mean time he close his car window and ran away from stop. I shouted and run back to him. And i also call him on him cell phn no. Mention on Grab app,Grab,en
-1,positive,positive,"love almost everything in it except the point and the reward, they should make that the point didn't get expired because the reward here is not good and the point need for that is quite high",Touch n Go eWallet,en
-1,positive,positive,app terbaik👍memudahkan rakyat malaysia,Touch n Go eWallet,ms
-1,positive,positive,good for e wallet,Touch n Go eWallet,en
-1,positive,positive,very fast and responsive,Touch n Go eWallet,en
-1,neutral,neutral,"I want to access my vaccination proof, but my account status 'not verify'. How can I get my vaccination details?",MySejahtera,en
-1,neutral,neutral,pening lagy untuk menggunakan kemudahan touch NGO terbaru,Touch n Go eWallet,ms
-1,neutral,neutral,it's rather unfriendly,Touch n Go eWallet,en
-1,neutral,neutral,kenapa selepas update jadi lama bila buka.. terlalu lama loading.. dan sangat berat,Touch n Go eWallet,ms
-1,neutral,neutral,face recognition very unreliable,Touch n Go eWallet,en
-1,neutral,neutral,usefull to book appointment,MySejahtera,en
-1,neutral,neutral,I couldn't find my blood donation records,MySejahtera,en
-1,neutral,neutral,Apa yang ko dh buat? Mana history Data medication aku🤦🏻‍♂️ orng nk buat rujukan ko pegi buang pula,MySejahtera,en
-1,neutral,neutral,mycampion macam mana ni ok,MySejahtera,ms
-1,neutral,neutral,kenapa bahagian health card jadi kosong? padahal ada rekod derma darah sebelum ini.,MySejahtera,en
-1,neutral,neutral,"too many noti, separate it",Touch n Go eWallet,ms
-1,neutral,neutral,terlalu bnyak kmudahan yg dsediakan di TNG ini..,Touch n Go eWallet,en
-1,neutral,neutral,Keep fighting dignity,MySejahtera,ms
-1,neutral,neutral,Kemaskini sistem bahasa kebangsaan negaraku,MySejahtera,ms
-1,neutral,neutral,"Saya booked dental appointment dalam apps mysejahtera tapi kenapa sejak minggu lepas asyik loading je page appointment tu? Appt saya tadi, takdapat saya nak tunjuk Dr saya dah booked appt. Untung saya dah screenshot siap siap",MySejahtera,en
-1,neutral,neutral,one man show,Touch n Go eWallet,en
-1,neutral,neutral,sedikit mem buat saya stress,Touch n Go eWallet,ms
-1,neutral,neutral,To many notifications and popups,Touch n Go eWallet,en
-1,neutral,neutral,"since last 2 month , loading of app to scan to pay getting lagging. whereas Maybank QR Pay instantly can scan.",Touch n Go eWallet,en
-1,neutral,neutral,Kenapa lama sangat pengesahan ni aduh jem jem🙂,MySejahtera,ms
-1,neutral,neutral,May I know where's the blood donor's info?,MySejahtera,en
-1,neutral,neutral,"Delivery Man do not carry any changes with them, But service is good.",Grab,en
-1,neutral,neutral,#payung raja...? Qunin/Qunin🪖,Grab,ms
-1,neutral,neutral,"pesen makan order placed nya lama banget, mau dicancel gak bisa.. masa harus nunggu sejam dulu baru bisa dicancel..",Grab,en
-1,neutral,neutral,"Tarifnya naik, banyak driver di lokasi tp dpt driver yg jauh. Buang2 waktu menunggu.",Grab,en
-1,neutral,neutral,Klau murah sikit lagi bgus,Grab,ms
-1,positive,positive,ya sanggat baik,Grab,ms
-1,positive,positive,"mobil bagus,nyaman dan bersih...pemandu ramah...",Grab,ms
-1,neutral,neutral,kemaskini de email bahru.,Touch n Go eWallet,ms
-1,neutral,neutral,"ia akan lebih baik bila mana semua qr duitnow boleh di scan utk buat pembayaran.. kadang ada yg boleh, kadang tak boleh..",Touch n Go eWallet,en
-1,neutral,neutral,"Kalau ada penunjuk SETIAP TRANSAKSI baki sebelum, jumlah pembayaran dan baki semasa",Touch n Go eWallet,en
-1,neutral,neutral,What happened to the blood donor section?,MySejahtera,en
-1,neutral,neutral,"𝑺𝒕𝒐𝒑 𝒖𝒑𝒅𝒂𝒕𝒆 𝒍𝒂𝒉, 𝒃𝒖𝒌𝒂𝒏 𝒅𝒊𝒈𝒖𝒏𝒂𝒌𝒂𝒏 𝒍𝒂𝒈𝒊 𝒔𝒆𝒌𝒂𝒓𝒂𝒏𝒈 😅",MySejahtera,ms
-1,neutral,neutral,blood type and number of blood donation records missing,MySejahtera,en
-1,neutral,neutral,"I dunno why the app keep having ""internet connection is now offline"". so how am I wanna check my next appointment?",MySejahtera,en
-1,neutral,neutral,Appointment slot for dental are very limited.,MySejahtera,en
-1,neutral,neutral,"Làm UX khó xài, nhiều menu ẩn. Muốn edit lại review chả biến lần vào đâu. Nói chung app ngu vkl",Grab,en
-1,neutral,neutral,"ini habis update ko malah nge lack terus ya, diminta cek koneksi. apps lain normal aja",Grab,en
-1,neutral,neutral,Tk boleh buka.. Beli sim baru.. Tpi nombor masih customer yang lama pakai.. Baik tk payah jual sim maxis ni.. Susahkan orang nk buka halaman ni.. Baik pakai celcom agi bagus,Grab,ms
-1,neutral,neutral,Selalu berubah ubah kereta. Sepatutnya 1 warna sudah memadai,Grab,ms
-1,neutral,neutral,ayaw ninyo ng cash gusto cashless hays,Grab,en
-1,neutral,neutral,"💯Belum cuba belum tauk,,",Grab,ms
-1,negative,negative,useless when emergency,Grab,en
-1,negative,negative,oder laju tapi masalah pembayaran allah jalan kaki 14 minit ja sekali oder grab harga yahudi sampai 30 lebih 27 ringgit allah,Grab,ms
-1,negative,negative,grab ni ok tapi asyik mahal je memanjang,Grab,ms
-1,negative,negative,sobrang pricey na ng pamasahe ng grab jusko. overpriced. 🥹😭😭,Grab,en
-1,neutral,neutral,tolong penggunaan TnG d uprage macam boost semua boleh scan🥲,Touch n Go eWallet,ms
-1,neutral,neutral,saya baru mula,Touch n Go eWallet,ms
-1,neutral,neutral,"No good. 2nd incident. I wanted to fill RM55. I opened Caltexgo to check my Budi to ""Pump & Pay"" using TnG paying RM111.11 Maybe I picked up the pump too early due to my son distracting me, and no petrol came out. I had to come out with another RM50 cash to fill my car up. I think Shell has a better fool proof system.",Touch n Go eWallet,en
-1,neutral,neutral,Becareful always follow the official guidelines to verify is it got malware or malicious apps .,Touch n Go eWallet,en
-1,neutral,neutral,"for rides, it doesn't seem like the map is accurate.",Grab,en
-1,neutral,neutral,grab letak location jalan salah :/,Grab,en
-1,neutral,neutral,ok lah walaupun caj terlalu tinggi tapi terpaksa guna lah...tq for CEO MANAGER GRAB,Grab,ms
-1,neutral,neutral,"paylater is very convenient feature. but the payment to paylater is annoying if we don't bind a card to grab. if we want to top up from bank, it doesn't allow us to top up the exact amount, eg 83.23, but we have to top up 84 instead. and why do we have to top up and then only pay? shopee paylater can straight pay the amount via online banking! fix it please, it annoys me every month till I have to change my 5 stars review to 3 stars. thank you",Grab,en
-1,neutral,neutral,"harga berpatutan, driver juga mesra dan ramah.",Grab,ms
-1,neutral,neutral,"lotteria cancels on me and the app wont give me my voucher back, so yeah",Grab,en
-1,neutral,neutral,เรียกรถยากมากค่าาา รอสามสิบนาทีตลอดเลย มันแอบนานนะ ถ้าเรารีบต้องการด่วนงี้ แม้จะเผื่อเวลาแล้วก็นานค่ะ,Grab,en
-1,neutral,neutral,To many notifications,Grab,en
-1,neutral,neutral,why didn't have touch n go payment?,Grab,en
-1,positive,positive,sangat membantu ni,Grab,ms
-1,positive,positive,nice platform for taxi and food🙏🙏🤗,Grab,en
-1,positive,positive,saya sangat gembira kerana dengan pas grab dapat memudahkan orang,Grab,ms
-1,positive,positive,pemanduan yg cemerlang,Grab,ms
-1,positive,positive,"I hope Grab team can consider allowing small dogs like toy poodles in standard Grab cars, as long as they are properly contained (carrier or seat cover). GrabPet seems more suitable for large dogs, and the fare can be too high for small, well-behaved pets. This change would make trips more affordable and convenient for pet owners while still respecting drivers. Or maybe add GrabPet for 4-seater :)",Grab,en
-1,positive,positive,Location stalls quite often. But overall very good,Grab,en
-1,positive,positive,Perkhidmatan yg cepat,Grab,ms
-1,negative,negative,grab tolong lah lokasi terpencil macam kampung ke sy susah nak pergi guna grab,Grab,ms
-1,negative,negative,penghantaran yang mahal,Grab,ms
-1,negative,negative,poor help support service,Grab,en
-1,neutral,neutral,"i have to update the app when i really have to go somewhere, and it took so long. pls gave choice to update it sometime later",Grab,en
-1,neutral,neutral,"Saya di sini untuk meminta tolong... Kembalikan kredit untuk topup ""CELCOME""😭 saya sedang sulit nak topup internet celcome untuk teruskan monthly internet",Grab,ms
-1,neutral,neutral,Is the grab system down now ?,Grab,en
-1,neutral,neutral,"Laging kina cancel is booking, choosy din un ibang driver e",Grab,en
-1,negative,negative,I can't verify,Touch n Go eWallet,en
-1,negative,negative,"Unable to reload my My50 Pass. The payment was successful, but the reload amount was refunded back to my account a few minutes later.",Touch n Go eWallet,en
-1,negative,negative,"Saya buat akaun recovery .Akaun saya dah disahkan dan tidak dapat dipulihkan juga walaupun menggunakan nombor yang dah dikemaskini, dan emel yg sama.",Touch n Go eWallet,ms
-1,neutral,neutral,"kurang bgt, malah ngasih driver yang masih ada orderan, redup aja redup",Grab,en
-1,positive,positive,apps yg terbaik..,MySejahtera,ms
-1,positive,positive,trouble with connection of my payment card but otherwise a great app,Grab,en
-1,positive,positive,Sangat sangat baik terima kasih..,Grab,ms
-1,positive,positive,The driver is very nice and polite. Highly recommended.,Grab,en
-1,positive,positive,wow it's very nice 👍,Grab,en
-1,positive,positive,"pretty good overall, but had 3 drivers in a row cancel this morning. also, the actual time until the drive shows up is regularly 2x as long as the estimate shown initially.",Grab,en
-1,positive,positive,best service this app,Grab,en
-1,positive,positive,The old UI was more seamless with nested transport types under one. whoever made this change to separate tuktuk from car is just silly and is why I am reducing to 4 star. otherwise happy with the service.,Grab,en
-1,positive,positive,Terima kasih servis yang baik,Grab,ms
-1,neutral,neutral,ice latte tawar and pahit,Grab,en
-1,negative,negative,saya punya akaun pun tak boleh buka dah lah duit saya ada dalam tu,Touch n Go eWallet,ms
-1,negative,negative,Just for transaction purpose. Rewards and point collected is not attractive.,Touch n Go eWallet,en
-1,negative,negative,"Horrible cs whatsapp for go invest principal, ending chat without follow up email | Always have scammy programs like Buzz that loves rugpull",Touch n Go eWallet,en
-1,negative,negative,"kenapa saya nak login ACC saya tidak dapat, dia nyatakan permintaan anda tidak berjaya.",Touch n Go eWallet,ms
-1,negative,negative,"saya ada pernah buat account tng,and saya sign dekat nombor lama, tapi saya lupa saya pakai account google yang mana,boleh tak bantu saya",Touch n Go eWallet,ms
-1,positive,positive,good taxi service,Grab,en
-1,positive,positive,easy to use,Grab,en
-1,positive,positive,Best juga offers grab food ni,Grab,en
-1,positive,positive,grab terbaik dalam keadaan saya takde duit saya boleh naik grab dangan bayaran grabpay latter.. terimakasih grab mudahkan keadaan saya,Grab,ms
-1,negative,negative,the verification takes ages come on there are many more user friendly apps,Touch n Go eWallet,en
-1,negative,negative,latest update worst,Touch n Go eWallet,en
-1,negative,negative,daftar dengan ID KTP indonesia mengapa tidak bisa selalu berulang dengan sahkan akun,Touch n Go eWallet,ms
-1,negative,negative,Where is tng card options. Why did u remove. How to top up tng card then!!.... U show those useless stuff to us for what?,Touch n Go eWallet,en
-1,negative,negative,masuk kan aplikasi yang tidak mau kena langgan lepas tu kena pay direct tiba tiba,Touch n Go eWallet,ms
-1,negative,negative,"the app is okay, but when I was buying my prepaid through tng, I had 15 in it so I decided to brought Rm5 for 5days. they decided to deduct Rm10??? for no reason. mind telling me why?",Touch n Go eWallet,en
-1,negative,negative,"after update, with new ux, now it is not easy to find icon to reload tng..you just spam us with lot of rubbish..im wonder what type of programmer or web designer u hire..almost zero knowledge in user exp..fix this!!!",Touch n Go eWallet,en
-1,negative,negative,akaun lama tak ada lagi sebab dh tukar nombor telefon.nak buat akaun baru tak dapat macam mana nak buat akaun baru.,Touch n Go eWallet,ms
-1,negative,negative,grab harga sangat mahal,Grab,ms
-1,negative,negative,bila pakai my id kene berulang ulang masuk pasword strees hari ni temu janji tapi xboleh buka,MySejahtera,ms
-1,positive,positive,WOW. AWESOME MYSEJAHTERA APP JUST GOT UPDATED WITH FUTURISTIC HIGH-TECH LOOKING!,MySejahtera,en
-1,positive,positive,Soo good ❤️😘😍😘😊👍,MySejahtera,en
-1,positive,positive,menstabilkan kesihatan terbaik.,MySejahtera,ms
-1,positive,positive,user friendly n helpful,MySejahtera,en
-1,negative,negative,"Tolong betulkan semula mana yang kurang.. saya nak buka mysejahtera ni untuk buat saringan pra perkahwinan pun ambil masa lama.. on WiFi barulah laju.. kalau saya dah sampai ke KK yang saya buat temu janji, dan sukar untuk dibuka dengan line internet sendiri, agak melengahkan masa disitu sedangkan buka apps lain tiada masalah Tanpa WiFi.. betulkan semula agar senang dibuka.. edit: storage saya tak penuh.. hari2 saya clean",MySejahtera,en
-1,negative,negative,kat bahagian mana yg sijil vaksin ni..cari tak jumpa,MySejahtera,ms
-1,negative,negative,tidak boleh guna pon app ni.... loading je...,MySejahtera,en
-1,negative,negative,"panggil saya book appointment,tapi hari2 tak ada slot",MySejahtera,en
-1,negative,negative,"I cannot make an appointment. The webpage always on loading. Even after updating the new version within this week, still back to the loading page.",MySejahtera,en
-1,negative,negative,"AppLikasi ini sudah lama tidak aku muat turun, Macam mana untuk saya buka sudah lup!?",MySejahtera,ms
-1,negative,negative,"The app keeps telling I'm offline when I'm using mobile data, but it works fine when I'm using wifi…… please fix this……",MySejahtera,en
-1,negative,negative,Macam mana cara nak kemaskini emel baru?..saya sudah tidak pakai emel sebelum nya,MySejahtera,ms
-1,negative,negative,rekod vaksin saya tidak dapat di buka.. terlupa kata laluan,MySejahtera,ms
-1,negative,negative,Saya terluka kata laluan..tapi tak dapat apa-apa email atau masej untuk resit,MySejahtera,ms
-1,negative,negative,pulih tng saya ...susah n transfer duit,Touch n Go eWallet,ms
-1,negative,negative,sye x dpt msuk guna no fon baru,Touch n Go eWallet,ms
-1,positive,positive,i love this App,MySejahtera,en
-1,positive,positive,Maklumat kewangan aku..apakah kamu tahu mygov..?tanya dahulu itu lebih baik.dari pada mengambil keputusan tanpa persetujuan hak hidup sebagai manusia..,MySejahtera,ms
-1,positive,positive,mudah dah sekarang guna mysejahtera....,MySejahtera,ms
-1,positive,positive,Terbaik untuk saya selesaikan semua masalah.sangat senang.,MySejahtera,ms
-1,positive,positive,Implementation of budi and mykasih is good,Touch n Go eWallet,en
-1,positive,positive,ok laaa bagus lain kali upgrade lama supaya semua bank boleh dapat,Touch n Go eWallet,en
-1,positive,positive,the app is good but i dont know how to update covid test status,MySejahtera,en
-1,negative,negative,dah hampir 3 tahun tak dapat akses,MySejahtera,ms
-1,negative,negative,macam bodoh takleh login,MySejahtera,en
-1,negative,negative,tak boleh tekan nama untuk buat temu janji 😑,MySejahtera,ms
-1,negative,negative,"i can't even book for appointment. i keep click on my name for booking but nothing keluar. its been a months, i have report on helpdesk but nothing change. im sick of this !!",MySejahtera,en
-1,negative,negative,Ada apps da bagus da. Tp sistem tk updated. Vacine dah amik tkde rekod. Lab test tak masuk. Belum cerita pasal booking system. Nak booking xde slot. Bila call klinik ada je kosong. Tak sycronize langsung.,MySejahtera,en
-1,negative,negative,meyusah org..cari sijil vaksin tak jumpa jumpa.,MySejahtera,ms
-1,negative,negative,"saya dah kemaskini mysejahtera, kenapa tak boleh tengok bahagian profile",MySejahtera,ms
-1,negative,negative,sometimes the facilities health not appear and all appointment are not available to book,MySejahtera,en
-1,negative,negative,I can't use,MySejahtera,en
-1,negative,negative,Cannot login via Mydigital id. Try reset pass also cannot said doesn't match. Try register said already in system. Please help ASAP.,MySejahtera,en
-1,negative,negative,tgah bukak app.. tetiba app log out.. dah kenapa.. app my sejahtera ni.. sblom ni okay je. Minta perbaiki pengurusan app my sejahtera ni.. jgn menyusahkan rakyat bila khidmat ni diperlukan.. chooii !! 😤🤬😡,MySejahtera,ms
-1,positive,positive,So easy for me,Touch n Go eWallet,en
-1,positive,positive,after everything solve the review will came in. At the moment it's quite good experience,Touch n Go eWallet,en
-1,positive,positive,Ianya akan dapat membantu nanti,Touch n Go eWallet,ms
-1,positive,positive,"terbaik lahh, memudahkan",Touch n Go eWallet,ms
-1,positive,positive,terbaik tapi bagi la bonus ke,Touch n Go eWallet,ms
-1,positive,positive,simple n easy,Touch n Go eWallet,en
-1,positive,positive,Payment is smooth sailing. Feel safe only if it is really secured.,Touch n Go eWallet,en
-1,positive,positive,"Touch nGo eWallet provides a convenient cashless payment solution. Transactions are quick, secure, and suitable for daily use.",Touch n Go eWallet,en
-1,positive,positive,It would be nice for the app to have dark mode,Touch n Go eWallet,en
-1,negative,negative,lepas kemaskini mysejahtera versi terbaru rekod vaksin hilang.,MySejahtera,ms
-1,negative,negative,saya sekarang duduk KL nk balik nanti nk check gigi nk buat appointment check gigi di Kelantan search tk keluar apa pon search Kelantan pon xde keluar tkkan xde klinik gigi kt Kelantan,MySejahtera,en
-1,negative,negative,Dah bnyk kali nak tekan kata laluan mesej tak sampai²,MySejahtera,ms
-1,negative,negative,"I dont know why, but this app ,after updating, it didn't work anymore. when i want to make an appointment from here to go to clinic, it didn't show my name anymore. When i enter the appointment, it just looks like loading for the entire time.. even though my internet is fast.. ill try using wifi, but it just the same.. please fix this problem. I hve tried to uninstall and reinstall again, but it doesn't work either..please fix it asap..... Tq",MySejahtera,en
-1,negative,negative,penghantaran yang lambat 👎,Grab,ms
-1,negative,negative,"Tutup je lah Apps nie,nak Login pun payah",Grab,ms
-1,negative,negative,it's an ok app but the notifications are broken and they continously send to my watch,Grab,en
-1,negative,negative,Used grab transport almost everyday and no matter how advance i book i still will get driver after more than 10mins plus another 17mins for them to pick me up. and that is just the ETA. Actual duration from booking to pick up is actually over 30mins. i have proof and it happen alot :(,Grab,en
-2,positive,positive,so easy and so helpful for me,Touch n Go eWallet,en
-2,positive,positive,"“The app is simple to use and provides a smooth payment experience with good security features. It also supports QR payments, making transactions quicker and more efficient in daily life.”",Touch n Go eWallet,en
-2,positive,positive,"mudah sekali, masa pun jimat",Touch n Go eWallet,ms
-2,negative,negative,hate the fact that you cant used the app without setting up a passkey,Grab,en
-2,negative,negative,"Too Bad... Since I really use my Grab all of sudden they made changes which abolish all my previously collected points around 10,000 points. Stupid management",Grab,en
-2,negative,negative,"stupid your app, no guarantee for lower price, just greedy people",Grab,en
-2,negative,negative,sudah tiada grab coin kah percuma bayar grab coin bodoh percuma aku active grab coin tapi bila diguna langsung tidak ada grab coin,Grab,ms
-2,positive,positive,great and easy,Touch n Go eWallet,en
-2,negative,negative,stuck on set up passcode. unable to use app for a few months now. better use food panda,Grab,en
-2,negative,negative,tak memuaskan hati saya tidak dapat buat loan apa yang nak masih lagi tak dapat,Grab,ms
-2,negative,negative,kenapa harga greb tak sesuai kadang mahal,Grab,ms
-2,negative,negative,"mysejahtera rosak,saya punya vaksin covid terus hilang, saya punya",MySejahtera,ms
-2,negative,negative,"Horrible app where nothing works. A sure sign that KKM is collapsing, but no one in power really cares.",MySejahtera,en
-2,negative,negative,apps tak boleh sign in dgn myDigital id.. FIX IT NOW !!!,MySejahtera,en
-2,negative,negative,payah sudah saya log in susah juga mau masuk² apa ni. Tokong lah sikit,MySejahtera,ms
-2,negative,negative,"the apps itself is fine and all. but, the problem is, The facility showed is avaioable, but the date even if its Next month also No avaipable.is the double standaed even Get its own waay to Govermentbapp as well?",MySejahtera,en
-2,negative,negative,Loading teruk nak buat appointment pun tak boleh,MySejahtera,ms
-2,negative,negative,"Susah nak tukor id baru, yang id lama dah hilang",MySejahtera,ms
-2,negative,negative,the system getting worse and I cannot use any ringgit in this app.... is getting worse by the second... I maybe not want to use this app anymore...,Touch n Go eWallet,en
-2,negative,negative,"Tak cerdik punya developer applikasi ni...nak topup kad tng pun payah nak cari feature tu. Jual kad RFID, tadi nak topup dgn apps pun sukar.",Touch n Go eWallet,en
-2,negative,negative,"bodoh la korang ni,sial betul aku betul betul kecemasan nak bayar rumah sewa,so aku beli lah pin tng,tp lansung tak boleh hantar,ehh ikut suka kitorang lah nak buat apa dengan duit kitorang,yg korang ni memandai pula tak bagi transfer,ibarat korang mencuri duit pelanggan sial,dah masuk dalam apps korang lps tu korang pula yg atur kan apa yg boleh dan apa yg tak boleh dengan duit org??apa la bodoh sngt,dah kenapa pula aku beli pin tng dgn sampah ke bodoh?aku beli dgn duit hasil titik peluh aku,",Touch n Go eWallet,ms
-2,negative,negative,tolonglah time xda cash .harap duit dlm tng saja. masa 2 pulak akaun secure ntah ap lh......x bleh guna sma sekali......rasa mcm nak memaki smpi nenek moyang tng.....geram nya ak.....,Touch n Go eWallet,ms
-2,negative,negative,asal aku dah login tulis akun tidak berjaya tng ni bodoh ke,Touch n Go eWallet,ms
-2,negative,negative,"password aku dah tulis betul tiba² dia cakap salah, tak pasal² kena tukar password dengan tunggu 3 jam",Touch n Go eWallet,ms
-2,negative,negative,latest update theres no card optional to topup.. very difficult to topup card.. give us back button card infront UI,Touch n Go eWallet,en
-2,negative,negative,"tak tahu kenapa saya tak boleh nak buat appointment melalui mysejahtera. pergi kk pergigian, nurse guide install mydigital id then reinstall mysejahtera dan cuba nak link dgn mysejahtera, bila nak logout, tak response. dah restart phone, sama jugak tak response.. macam mana nak buat? contact no pun tak ada nak tanya dan rujuk.. help!!",MySejahtera,en
-2,negative,negative,"Mytrip QR code can only last for 30 seconds really annoying, this cause a lot inconvenience when your internet isn't stable and you're unable to generate QR code.",MySejahtera,en
-2,negative,negative,This last updqte is a real mess. Cant find tng card and transactions section. All layout is changed . Its a big mess in main page.,Touch n Go eWallet,en
-2,negative,negative,"recent update put useful mini apps to dormant. change of UI and buttons not for ease of usage but to force as much ads as possible to users. the TnG card button is no where to be found, probably hidden somewhere, thou can still be viewed with search bar. worst UI development team ever, you need to get them replaced.",Touch n Go eWallet,en
-2,negative,negative,"This new version is kinda bad, I tried to use auto debit payment to pay apple+ service but it was still pending even though I already top up some money to my ewallet. It's been pending for a few days I don't know how to settle those payments, I linked to my ipad and unlinked a lot of times and it still can't pay the pending payment, I wish I can pay it manually so that it won't stay pending in my account. If the pending payment has been settled, I don't think I will use this app anymore.",Touch n Go eWallet,en
-2,negative,negative,"kenapa aku dah log in pastu hujung hujung dia kata , (masalah telah berlaku, sila cuba lagi , sila semak dokumen anda), aku dah cuba banyak kali dah, daripada restore pasti download balik pun tak boleh. terpaksa bagi 1 bintang.",Touch n Go eWallet,ms
-2,negative,negative,"The system is bad now, looking for a standard car, no one will take it, while the standard express car is twice the price, it's a pain",Grab,ms
-2,negative,negative,i have a massive problem with their transaction like what do you mean i have to wait for an hour to receive the money I've topped up .,Grab,en
-2,positive,positive,"i like this app, easy and useful",Touch n Go eWallet,en
-2,positive,positive,"terbaik ..setakat ini, naik taraf lagi pada masa-² hadapan.very good, E'wallet digital..",Touch n Go eWallet,ms
-2,negative,negative,"Subject: Dispute on Unauthorized Auto-Debit Transaction - RM29.90 ​Dear Touch 'n Go eWallet Support Team, ​I am writing to report an unauthorized auto-debit transaction of RM29.90 by the merchant ToolX Digital Limited, which occurred on 02/06/2026 at 8:30 PM. ​This is an unauthorized subscription that I did not sign up for. The merchant has made multiple failed billing attempts in the past due to insufficient balance, and they successfully deducted RM29.90 recently when my wallet was reloaded. ​",Touch n Go eWallet,en
-2,negative,negative,grab ok...tapi harga makin mahal..sedangkan dekat jer .melampau kadang2..tolonglah turun kan harga sikit...dekat jer pun!!!bukan nk g jauh...makin mahal!!!,Grab,ms
-2,positive,positive,Excellent and very helpful for the new traveller's who need guidance,Grab,en
-2,negative,negative,sedih nya..dh kemaskini terus ada masalah ..sebelum kemas kini ok ja tng ni..,Touch n Go eWallet,ms
-2,positive,positive,verry good . is easy,Grab,ms
-2,negative,negative,skrang grab susah kan org.limpas dari jam 12 TGH malam dah tak boleh bayar cash.so kami yg tak ada bank online susah nak keluar sampai TGH malam.harap boleh d pertimbangkan lagi.,Grab,ms
-2,positive,positive,best mudh jimat,Touch n Go eWallet,ms
-2,positive,positive,"this new version looks awesome and beautiful. Great UI, looks modern and robust. great job team",MySejahtera,en
-2,positive,positive,"mudah, cepat n memuaskan",Grab,ms
-2,positive,positive,Terbaik dan mantap,MySejahtera,ms
-2,positive,positive,"nice app, helpful and simple",Grab,en
-2,positive,positive,"Grab is a very useful app for transportation and food delivery. The service is convenient, dependable, and makes daily activities much easier.",Grab,en
-2,positive,positive,Saya suka Dan mudah untuk saya membuat tarnsaksi❤️❤️,Touch n Go eWallet,en
-3,positive,positive,Fast rides and deliveries with clear pricing. Smooth and reliable,Grab,en
-3,positive,positive,awesome. fast and reliable keep it up,Touch n Go eWallet,en
-3,negative,negative,"menyusahkan orang jak, mau buat temu janji endk dpt app apa ni , mau tukar nombor fon pun susah , mau masuk 3 tahun suda endk bole buat temu janji, jumpa doktor gigi pun susah sikit sikit mysejahtera, ini bukan mensejahtera kan menyusahkan adalah",MySejahtera,ms
-3,positive,positive,nice apps. easy to use. easy to book a car and fast service.,Grab,en
-3,negative,negative,"I always face this issues and I don't understand why. theres always pending transaction in my ewallet for toll payment, although I always have sufficient balance in my nfc tngo card, its annoying seems like I have debt with tngo. please fix this error",Touch n Go eWallet,en
-3,negative,negative,kenapa tng saya tak boleh nk tukar no pin.. sbb saya lupa no pin tu,Touch n Go eWallet,ms
-3,positive,positive,"penggunaan grab memang terbaik dan berbaloi, senang dan Ok.",Grab,ms
-3,positive,positive,"Touch 'n Go eWallet has made cashless payments so convenient in Malaysia! From paying tolls and parking to splitting bills and online shopping, it handles everything with ease. The GoPayLater and GoInvest features are excellent additions that make it more than just a payment app. Top-ups are instant and the cashback deals are genuinely great value!""",Touch n Go eWallet,en
-3,negative,negative,Terrible app: cannot change phone number as it gives unspecified errors. No way of reaching out to anyone about this. Even the process to leave feedback on their app is laughable: the keyboard overlaps the box you're typing in.,Grab,en
-3,negative,negative,I've no problem with GRAB SERVICES so far! overall is good! but the application ask me and need to UPGRADES time over the times..again n again! in fact there's not much change into the application after I get the upgrade! wasting my prestige time and my prestige internal memory of my phone!!! it sucks!,Grab,en
-3,positive,positive,mudah dan cepat...senang nak pergi ke mana sahaja,Grab,ms
-4,negative,negative,"Driver and food were fine, but Grab's system is a joke. Why route my order to Parada when there are closer Chooks-to-Go branches in Paso and Poblacion? Your broken algorithm forced an absurd 45-minute wait time for pre-cooked liempo that just needs chopping. Worst of all, you charged a ridiculous ₱81 delivery fee on a ₱290 order—a 30% markup! Premium fees for garbage logistics. Fix your app!",Grab,en
-4,negative,negative,"boleh tak jangan rompak duit orang, letak kat tempat aku tak boleh nak gune, boleh tak jangan letak duit aku kat go plus sampai aku tak boleh makan sebab insufficient fund, bukan semua orang kaye",Touch n Go eWallet,en
