text,clean_text,processed_text,emojis,label,app,language
"ia akan lebih baik bila mana semua qr duitnow boleh di scan utk buat pembayaran.. kadang ada yg boleh, kadang tak boleh..",ia akan lebih baik bila mana semua qr duitnow boleh di scan utk buat pembayaran kadang ada yg boleh kadang tak boleh,qr duitnow scan utk pembayaran kadang yg kadang tak,,neutral,Touch n Go eWallet,en
정확한 지도표시가 잘안되어 안타깝습니다,정확한 지도표시가 잘안되어 안타깝습니다,정확한 지도표시가 잘안되어 안타깝습니다,,positive,Grab,en
Saya tidak dapat update status risiko convid sebab itu saya tidak dibenarkan masuk kerja. Apa perlu saya buat?,saya tidak dapat update status risiko convid sebab itu saya tidak dibenarkan masuk kerja apa perlu saya buat,tidak update status risiko convid tidak benar,,neutral,MySejahtera,ms
"kurang bgt, malah ngasih driver yang masih ada orderan, redup aja redup",kurang bgt malah ngasih driver yang masih ada orderan redup aja redup,bgt ngasih driver orderan redup aja redup,,neutral,Grab,en
Keep fighting dignity,keep fighting dignity,keep fighting dignity,,neutral,MySejahtera,ms
it's rather unfriendly,its rather unfriendly,rather unfriend,,neutral,Touch n Go eWallet,en
tolonglah time xda cash .harap duit dlm tng saja. masa 2 pulak akaun secure ntah ap lh......x bleh guna sma sekali......rasa mcm nak memaki smpi nenek moyang tng.....geram nya ak.....,tolonglah time xda cash harap duit dlm tng saja masa pulak akaun secure ntah ap lhx bleh guna sma sekalirasa mcm nak memaki smpi nenek moyang tnggeram nya ak,tolong time xda cash harap duit dlm tng pulak akaun secure ntah ap lhx bleh sma sekalirasa mcm nak maki smpi nenek moyang tnggeram ak,,negative,Touch n Go eWallet,ms
tgah bukak app.. tetiba app log out.. dah kenapa.. app my sejahtera ni.. sblom ni okay je. Minta perbaiki pengurusan app my sejahtera ni.. jgn menyusahkan rakyat bila khidmat ni diperlukan.. chooii !! 😤🤬😡,tgah bukak app tetiba app log out dah kenapa app my sejahtera ni sblom ni okay je minta perbaiki pengurusan app my sejahtera ni jgn menyusahkan rakyat bila khidmat ni diperlukan chooii,tgah bukak app tetiba app log dah app sejahtera sblom okay baik urus app sejahtera jgn susah rakyat khidmat chooii,🤬😤😡,negative,MySejahtera,ms
Go+ untuk warganegara saja Sye nk tapi tak boleh,go untuk warganegara saja sye nk tapi tak boleh,go warganegara sye nk tak,,neutral,Touch n Go eWallet,ms
useless when emergency,useless when emergency,useless emerg,,negative,Grab,en
sangat tepati masa,sangat tepati masa,tepat,,positive,Grab,ms
x boleh bayar bil elektrik dan banyak pulak iklan,x boleh bayar bil elektrik dan banyak pulak iklan,bayar bil elektrik pulak iklan,,negative,Touch n Go eWallet,ms
knp ya tng sekarang semakin slow,knp ya tng sekarang semakin slow,knp tng slow,,neutral,Touch n Go eWallet,ms
Akaun tng saya kene rm5k abis ilang,akaun tng saya kene rm k abis ilang,akaun tng kene rm abis ilang,,negative,Touch n Go eWallet,ms
"Tak cerdik punya developer applikasi ni...nak topup kad tng pun payah nak cari feature tu. Jual kad RFID, tadi nak topup dgn apps pun sukar.",tak cerdik punya developer applikasi ninak topup kad tng pun payah nak cari feature tu jual kad rfid tadi nak topup dgn apps pun sukar,tak cerdik develop applikasi ninak topup kad tng payah nak cari featur jual kad rfid nak topup dgn app sukar,,negative,Touch n Go eWallet,en
rekod vaksin saya tidak dapat di buka.. terlupa kata laluan,rekod vaksin saya tidak dapat di buka terlupa kata laluan,rekod vaksin tidak buka lupa lalu,,negative,MySejahtera,ms
This app helping not much,this app helping not much,app help not much,,neutral,Grab,en
always crash on my device poco c65... happened for a few days already... before this just normal,always crash on my device poco c happened for a few days already before this just normal,alway crash devic poco happen day alreadi normal,,neutral,Touch n Go eWallet,en
sudah tiada grab coin kah percuma bayar grab coin bodoh percuma aku active grab coin tapi bila diguna langsung tidak ada grab coin,sudah tiada grab coin kah percuma bayar grab coin bodoh percuma aku active grab coin tapi bila diguna langsung tidak ada grab coin,tiada grab coin kah bayar grab coin bodoh active grab coin guna tidak grab coin,,negative,Grab,ms
"mudah, cepat n memuaskan",mudah cepat n memuaskan,mudah cepat muas,,positive,Grab,ms
simple n easy,simple n easy,simpl easi,,positive,Touch n Go eWallet,en
pening lagy untuk menggunakan kemudahan touch NGO terbaru,pening lagy untuk menggunakan kemudahan touch ngo terbaru,pening lagy mudah touch ngo baru,,neutral,Touch n Go eWallet,ms
blood type and number of blood donation records missing,blood type and number of blood donation records missing,blood type number blood donat record miss,,neutral,MySejahtera,en
Search for biller e.g. Celcom very slow,search for biller eg celcom very slow,search biller eg celcom slow,,neutral,Touch n Go eWallet,en
Semua driver jauh,semua driver jauh,driver,,negative,Grab,ms
"love almost everything in it except the point and the reward, they should make that the point didn't get expired because the reward here is not good and the point need for that is quite high",love almost everything in it except the point and the reward they should make that the point didnt get expired because the reward here is not good and the point need for that is quite high,love almost everyth except point reward make point didnt get expir reward not good point need quit high,,positive,Touch n Go eWallet,en
"pretty good overall, but had 3 drivers in a row cancel this morning. also, the actual time until the drive shows up is regularly 2x as long as the estimate shown initially.",pretty good overall but had drivers in a row cancel this morning also the actual time until the drive shows up is regularly x as long as the estimate shown initially,pretti good overal driver row cancel morn also actual time drive show regular long estim shown initi,,positive,Grab,en
Terima kasih servis yang baik,terima kasih servis yang baik,terima kasih servis,,positive,Grab,ms
Saya tidak boleh menggunakan aplikasi ini,saya tidak boleh menggunakan aplikasi ini,tidak aplikasi,,neutral,Touch n Go eWallet,ms
Implementation of budi and mykasih is good,implementation of budi and mykasih is good,implement budi mykasih good,,positive,Touch n Go eWallet,en
"Very Useful for delivery of food. Very affordable. Can you please, put how many kilometers from the place where we will order to our place next time? Cause it's hard to determine where the nearest to our place.",very useful for delivery of food very affordable can you please put how many kilometers from the place where we will order to our place next time cause its hard to determine where the nearest to our place,use deliveri food afford pleas put mani kilomet place order place next time caus hard determin nearest place,,positive,Grab,en
menstabilkan kesihatan terbaik.,menstabilkan kesihatan terbaik,stabil kesihatan baik,,positive,MySejahtera,ms
kemaskini de email bahru.,kemaskini de email bahru,kemaskini de email bahru,,neutral,Touch n Go eWallet,ms
app terbaik👍memudahkan rakyat malaysia,app terbaikmemudahkan rakyat malaysia,app terbaikmemudahkan rakyat malaysia,👍,positive,Touch n Go eWallet,ms
kenapa tak boleh tukar nama akaun tng wallet?,kenapa tak boleh tukar nama akaun tng wallet,tak tukar nama akaun tng wallet,,neutral,Touch n Go eWallet,ms
"Driver and food were fine, but Grab's system is a joke. Why route my order to Parada when there are closer Chooks-to-Go branches in Paso and Poblacion? Your broken algorithm forced an absurd 45-minute wait time for pre-cooked liempo that just needs chopping. Worst of all, you charged a ridiculous ₱81 delivery fee on a ₱290 order—a 30% markup! Premium fees for garbage logistics. Fix your app!",driver and food were fine but grabs system is a joke why route my order to parada when there are closer chookstogo branches in paso and poblacion your broken algorithm forced an absurd minute wait time for precooked liempo that just needs chopping worst of all you charged a ridiculous ₱ delivery fee on a ₱ order—a markup premium fees for garbage logistics fix your app,driver food fine grab system joke rout order parada closer chookstogo branch paso poblacion broken algorithm forc absurd minut wait time precook liempo need chop worst charg ridicul deliveri fee order markup premium fee garbag logist fix app,,negative,Grab,en
Perkhidmatan yg cepat,perkhidmatan yg cepat,khidmat yg cepat,,positive,Grab,ms
"i like this app, easy and useful",i like this app easy and useful,like app easi use,,positive,Touch n Go eWallet,en
"sebelum dh daftar. tp hp rosak. so , nak download di handphone baru , tak dapat pula. Tapi berjaya je daftar.",sebelum dh daftar tp hp rosak so nak download di handphone baru tak dapat pula tapi berjaya je daftar,dh daftar tp hp rosak nak download handphon tak berjaya daftar,,neutral,MySejahtera,en
penghantaran yang lambat 👎,penghantaran yang lambat,hantar lambat,👎,negative,Grab,ms
apps yg terbaik..,apps yg terbaik,apps yg baik,,positive,MySejahtera,ms
darkmode on chat still not fixed yet,darkmode on chat still not fixed yet,darkmod chat still not fix yet,,neutral,Grab,en
"i up 2 star because annoying promotion notification is not there anymore, thanks TnGo developer. It remains 3 star because new interface not really user friendly and loading favorite=>more took ages to load 😅...",i up star because annoying promotion notification is not there anymore thanks tngo developer it remains star because new interface not really user friendly and loading favoritemore took ages to load,star annoy promot notif not anymor thank tngo develop remain star new interfac not realli user friend load favoritemor took age load,😅,neutral,Touch n Go eWallet,en
Night shop still available for late order. Tq grab,night shop still available for late order tq grab,night shop still avail late order tq grab,,positive,Grab,en
"Grab is a very useful app for transportation and food delivery. The service is convenient, dependable, and makes daily activities much easier.",grab is a very useful app for transportation and food delivery the service is convenient dependable and makes daily activities much easier,grab use app transport food deliveri servic conveni depend make daili activ much easier,,positive,Grab,en
"terbaik lahh, memudahkan",terbaik lahh memudahkan,baik lahh mudah,,positive,Touch n Go eWallet,ms
Mallory awards 10 contributions.,mallory awards contributions,mallori award contribut,,positive,MySejahtera,en
Kita telah di perbodohkn oleh mereka..punca 22 bulan memerintah kerajaan gagal kawal Covid..bahkn ditipu vaksin utk mmbunuh manusia..vaksin xkn d cipta masa terdekat..Mereka Berkomplot mmbunuh rakyat,kita telah di perbodohkn oleh merekapunca bulan memerintah kerajaan gagal kawal covidbahkn ditipu vaksin utk mmbunuh manusiavaksin xkn d cipta masa terdekatmereka berkomplot mmbunuh rakyat,perbodohkn merekapunca memerintah kerajaan gagal kawal covidbahkn ditipu vaksin utk mmbunuh manusiavaksin xkn cipta terdekatmereka berkomplot mmbunuh rakyat,,neutral,MySejahtera,en
Boleh tak tambahkan maklumat suntikan typhoid dlm nie...susah la klo kena bwk kad jewrr...klo ade dlm mysejahtera lgy senang...,boleh tak tambahkan maklumat suntikan typhoid dlm niesusah la klo kena bwk kad jewrrklo ade dlm mysejahtera lgy senang,tak tambah maklumat sunti typhoid dlm niesusah la klo bwk kad jewrrklo ade dlm mysejahtera lgy senang,,neutral,MySejahtera,ms
"too many noti, separate it",too many noti separate it,many not separate,,neutral,Touch n Go eWallet,ms
"Saya booked dental appointment dalam apps mysejahtera tapi kenapa sejak minggu lepas asyik loading je page appointment tu? Appt saya tadi, takdapat saya nak tunjuk Dr saya dah booked appt. Untung saya dah screenshot siap siap",saya booked dental appointment dalam apps mysejahtera tapi kenapa sejak minggu lepas asyik loading je page appointment tu appt saya tadi takdapat saya nak tunjuk dr saya dah booked appt untung saya dah screenshot siap siap,book dental appoint app mysejahtera minggu lepa asyik load page appoint appt takdapat nak dr dah book appt untung dah screenshot,,neutral,MySejahtera,en
"Làm UX khó xài, nhiều menu ẩn. Muốn edit lại review chả biến lần vào đâu. Nói chung app ngu vkl",làm ux khó xài nhiều menu ẩn muốn edit lại review chả biến lần vào đâu nói chung app ngu vkl,làm ux khó xài nhiều menu ẩn muốn edit lại review chả biến lần vào đâu nói chung app ngu vkl,,neutral,Grab,en
kenapa tng jdi lmbt slow msuk adoi susah nk transfer tollng la baiki,kenapa tng jdi lmbt slow msuk adoi susah nk transfer tollng la baiki,tng jdi lmbt slow msuk adoi susah nk transfer tollng la baik,,negative,Touch n Go eWallet,ms
"ok mudah untuk membayar, duit pun cepat jer habis,",ok mudah untuk membayar duit pun cepat jer habis,ok mudah bayar duit cepat jer habis,,neutral,Touch n Go eWallet,ms
Screenshoot picture dan pindah ke duitnown juga tidak pernah digunakan ja lagi.,screenshoot picture dan pindah ke duitnown juga tidak pernah digunakan ja lagi,screenshoot picture pindah duitnown tidak ja,,neutral,Grab,ms
just got to use the application,just got to use the application,got use applic,,positive,Grab,en
auto reload no longer working...,auto reload no longer working,auto reload no longer work,,neutral,Touch n Go eWallet,en
pemanduan yg cemerlang,pemanduan yg cemerlang,pandu yg cemerlang,,positive,Grab,ms
Works perfectly for the Redmi A5. Thank you for fixing my problem!!,works perfectly for the redmi a thank you for fixing my problem,work perfect redmi thank fix problem,,positive,Touch n Go eWallet,en
terlalu bnyak kmudahan yg dsediakan di TNG ini..,terlalu bnyak kmudahan yg dsediakan di tng ini,bnyak kmudahan yg dsediakan tng,,neutral,Touch n Go eWallet,en
tak boleh tekan nama untuk buat temu janji 😑,tak boleh tekan nama untuk buat temu janji,tak tekan nama temu janji,😑,negative,MySejahtera,ms
good for e wallet,good for e wallet,good wallet,,positive,Touch n Go eWallet,en
X bagus 😓,x bagus,bagus,😓,negative,MySejahtera,ms
I reported to Grab a restaurant misleading customers by displaying a full-size pizza photo but delivering only 2 slices. Grab has allowed the restaurant to continue using the full-size pizza photo despite it being misleading.,i reported to grab a restaurant misleading customers by displaying a fullsize pizza photo but delivering only slices grab has allowed the restaurant to continue using the fullsize pizza photo despite it being misleading,report grab restaur mislead custom display fullsiz pizza photo deliv slice grab allow restaur continu use fullsiz pizza photo despit mislead,,negative,Grab,en
Location stalls quite often. But overall very good,location stalls quite often but overall very good,locat stall quit often overal good,,positive,Grab,en
kenapa buat pindahan duit ke bank 10 ringgit dipotong. pindah 30 masuk bank 20 jerr,kenapa buat pindahan duit ke bank ringgit dipotong pindah masuk bank jerr,pindah duit bank ringgit potong pindah bank jerr,,negative,Touch n Go eWallet,ms
apu... slow amat,apu slow amat,apu slow,,neutral,Touch n Go eWallet,ms
Why my username and password is correct but cannot login in due to invalid username and password?,why my username and password is correct but cannot login in due to invalid username and password,usernam password correct not login due invalid usernam password,,neutral,MySejahtera,en
Is the grab system down now ?,is the grab system down now,grab system,,neutral,Grab,en
"After my last complain about there is no available slot for dental check up for almost every month , the new update finally improve the app a little. However, when I try booking for appointment in the next 6 month - let's say for February 2026, there is no available slot even after I check for every date in February and even March. Hopefully this can be fixed too 😭",after my last complain about there is no available slot for dental check up for almost every month the new update finally improve the app a little however when i try booking for appointment in the next month lets say for february there is no available slot even after i check for every date in february and even march hopefully this can be fixed too,last complain no avail slot dental check almost everi month new updat final improv app littl howev tri book appoint next month let say februari no avail slot even check everi date februari even march hope fix,😭,neutral,MySejahtera,en
nice platform for taxi and food🙏🙏🤗,nice platform for taxi and food,nice platform taxi food,🙏🤗,positive,Grab,en
Napa mysejater skrg xfuntion buka keluar putih je ingtkn sbb fon wat dkt fon lain pn sma... Org lain nk daftar letak keputusan swep test pn sma kluar putih,napa mysejater skrg xfuntion buka keluar putih je ingtkn sbb fon wat dkt fon lain pn sma org lain nk daftar letak keputusan swep test pn sma kluar putih,napa mysejater skrg xfuntion buka putih ingtkn sbb fon wat dkt fon pn sma org nk daftar letak putus swep test pn sma kluar putih,,negative,MySejahtera,ms
"Touch 'n Go eWallet has made cashless payments so convenient in Malaysia! From paying tolls and parking to splitting bills and online shopping, it handles everything with ease. The GoPayLater and GoInvest features are excellent additions that make it more than just a payment app. Top-ups are instant and the cashback deals are genuinely great value!""",touch n go ewallet has made cashless payments so convenient in malaysia from paying tolls and parking to splitting bills and online shopping it handles everything with ease the gopaylater and goinvest features are excellent additions that make it more than just a payment app topups are instant and the cashback deals are genuinely great value,touch go ewallet made cashless payment conveni malaysia pay toll park split bill onlin shop handl everyth eas gopaylat goinvest featur excel addit make payment app topup instant cashback deal genuin great valu,,positive,Touch n Go eWallet,en
macam bodoh takleh login,macam bodoh takleh login,bodoh takleh login,,negative,MySejahtera,en
nipah virus coming.gotta download this app to prevent nipah virus,nipah virus cominggotta download this app to prevent nipah virus,nipah virus cominggotta download app prevent nipah virus,,positive,MySejahtera,en
"boleh tak jangan rompak duit orang, letak kat tempat aku tak boleh nak gune, boleh tak jangan letak duit aku kat go plus sampai aku tak boleh makan sebab insufficient fund, bukan semua orang kaye",boleh tak jangan rompak duit orang letak kat tempat aku tak boleh nak gune boleh tak jangan letak duit aku kat go plus sampai aku tak boleh makan sebab insufficient fund bukan semua orang kaye,tak jangan rompak duit letak kat tak nak gune tak jangan letak duit kat go plus tak makan insuffici fund bukan kay,,negative,Touch n Go eWallet,en
I can't open this app right now and I don't know why.. All my apps are updated automatically if needed to be updated.. But now..I really don't understand why I can't open this app 🤔,i cant open this app right now and i dont know why all my apps are updated automatically if needed to be updated but nowi really dont understand why i cant open this app,cant open app right dont know app updat automat need updat nowi realli dont understand cant open app,🤔,neutral,MySejahtera,en
i hate this because i wait so long to wait the driver accept my booking!!!!,i hate this because i wait so long to wait the driver accept my booking,hate wait long wait driver accept booking,,negative,Grab,ms
"𝑺𝒕𝒐𝒑 𝒖𝒑𝒅𝒂𝒕𝒆 𝒍𝒂𝒉, 𝒃𝒖𝒌𝒂𝒏 𝒅𝒊𝒈𝒖𝒏𝒂𝒌𝒂𝒏 𝒍𝒂𝒈𝒊 𝒔𝒆𝒌𝒂𝒓𝒂𝒏𝒈 😅",𝑺𝒕𝒐𝒑 𝒖𝒑𝒅𝒂𝒕𝒆 𝒍𝒂𝒉 𝒃𝒖𝒌𝒂𝒏 𝒅𝒊𝒈𝒖𝒏𝒂𝒌𝒂𝒏 𝒍𝒂𝒈𝒊 𝒔𝒆𝒌𝒂𝒓𝒂𝒏𝒈,,😅,neutral,MySejahtera,ms
skrang grab susah kan org.limpas dari jam 12 TGH malam dah tak boleh bayar cash.so kami yg tak ada bank online susah nak keluar sampai TGH malam.harap boleh d pertimbangkan lagi.,skrang grab susah kan orglimpas dari jam tgh malam dah tak boleh bayar cashso kami yg tak ada bank online susah nak keluar sampai tgh malamharap boleh d pertimbangkan lagi,skrang grab susah orglimpas jam tgh malam dah tak bayar cashso yg tak bank online susah nak tgh malamharap timbang,,negative,Grab,ms
Loading teruk nak buat appointment pun tak boleh,loading teruk nak buat appointment pun tak boleh,loading teruk nak appointment tak,,negative,MySejahtera,ms
Dah bnyk kali nak tekan kata laluan mesej tak sampai²,dah bnyk kali nak tekan kata laluan mesej tak sampai²,dah bnyk nak tekan lalu mesej tak,,negative,MySejahtera,ms
MCM mane nk masuk semula.. hari tu fon... Terus xboleh masuk semula,mcm mane nk masuk semula hari tu fon terus xboleh masuk semula,mcm mane nk fon xboleh,,neutral,MySejahtera,ms
"Its not bad at all. Very convinient. Just some little irritants. 1. Ads. I'm trying to pay right now, and I get pop ups and ads. Very counter intuitive to the design of the application. 2. Can be quite slow. Generally not a problem but is confounded by the ads.",its not bad at all very convinient just some little irritants ads im trying to pay right now and i get pop ups and ads very counter intuitive to the design of the application can be quite slow generally not a problem but is confounded by the ads,not bad convini littl irrit ad im tri pay right get pop up ad counter intuit design applic quit slow general not problem confound ad,,neutral,Touch n Go eWallet,en
tutup app MySejahtera,tutup app mysejahtera,tutup app mysejahtera,,positive,MySejahtera,ms
Tk boleh buka.. Beli sim baru.. Tpi nombor masih customer yang lama pakai.. Baik tk payah jual sim maxis ni.. Susahkan orang nk buka halaman ni.. Baik pakai celcom agi bagus,tk boleh buka beli sim baru tpi nombor masih customer yang lama pakai baik tk payah jual sim maxis ni susahkan orang nk buka halaman ni baik pakai celcom agi bagus,tk buka beli sim tpi nombor customer pakai tk payah jual sim maxis susah nk buka halaman pakai celcom agi bagus,,neutral,Grab,ms
Payment is smooth sailing. Feel safe only if it is really secured.,payment is smooth sailing feel safe only if it is really secured,payment smooth sail feel safe realli secur,,positive,Touch n Go eWallet,en
online topup wallet so slow,online topup wallet so slow,online topup wallet slow,,negative,Grab,ms
tak memuaskan hati saya tidak dapat buat loan apa yang nak masih lagi tak dapat,tak memuaskan hati saya tidak dapat buat loan apa yang nak masih lagi tak dapat,tak muas hati tidak loan nak tak,,negative,Grab,ms
"“The app is simple to use and provides a smooth payment experience with good security features. It also supports QR payments, making transactions quicker and more efficient in daily life.”",“the app is simple to use and provides a smooth payment experience with good security features it also supports qr payments making transactions quicker and more efficient in daily life”,app simpl use provid smooth payment experi good secur featur also support qr payment make transact quicker effici daili life,,positive,Touch n Go eWallet,en
pay through online not activated because use grab pay ewallet,pay through online not activated because use grab pay ewallet,pay onlin not activ use grab pay ewallet,,neutral,Grab,en
After I got the app back I don't know where to upload and update my covid test..... Someone please help me n show me thanks,after i got the app back i dont know where to upload and update my covid test someone please help me n show me thanks,got app back dont know upload updat covid test someon pleas help show thank,,neutral,MySejahtera,en
saya guna Oppo a93. selepas update terkini. app crash. hang. jadi black screen.,saya guna oppo a selepas update terkini app crash hang jadi black screen,oppo selepa updat terkini app crash hang black screen,,neutral,MySejahtera,en
"Tutup je lah Apps nie,nak Login pun payah",tutup je lah apps nienak login pun payah,tutup apps nienak login payah,,negative,Grab,ms
"recent update put useful mini apps to dormant. change of UI and buttons not for ease of usage but to force as much ads as possible to users. the TnG card button is no where to be found, probably hidden somewhere, thou can still be viewed with search bar. worst UI development team ever, you need to get them replaced.",recent update put useful mini apps to dormant change of ui and buttons not for ease of usage but to force as much ads as possible to users the tng card button is no where to be found probably hidden somewhere thou can still be viewed with search bar worst ui development team ever you need to get them replaced,recent updat put use mini app dormant chang ui button not eas usag forc much ad possibl user tng card button no found probabl hidden somewher thou still view search bar worst ui develop team ever need get replac,,negative,Touch n Go eWallet,en
Selamat berinstall kembali semua,selamat berinstall kembali semua,selamat berinstal,,positive,MySejahtera,en
"it's quite good BUT make sure you select card before your first journey, otherwise there's no way to change once you start and you can get caught out, which is a stupid design",its quite good but make sure you select card before your first journey otherwise theres no way to change once you start and you can get caught out which is a stupid design,quit good make sure select card first journey otherwis there no way chang start get caught stupid design,,neutral,Grab,en
jangan teraniaya sudah,jangan teraniaya sudah,jangan aniaya,,neutral,Touch n Go eWallet,ms
daftar dengan ID KTP indonesia mengapa tidak bisa selalu berulang dengan sahkan akun,daftar dengan id ktp indonesia mengapa tidak bisa selalu berulang dengan sahkan akun,daftar id ktp indonesia tidak ulang sahkan akun,,negative,Touch n Go eWallet,ms
Gets a new apps. ..,gets a new apps,get new app,,positive,MySejahtera,en
aritu ada untuk tengok bilangan Blood Donor .. sekarang dah xde. kenapaaa ??,aritu ada untuk tengok bilangan blood donor sekarang dah xde kenapa,aritu tengok bilangan blood donor dah xde,,neutral,MySejahtera,en
memudahkan urusan kewangan dalam perbelanjaan,memudahkan urusan kewangan dalam perbelanjaan,mudah urus wang belanja,,positive,Touch n Go eWallet,ms
Appointment option x function. loading all the time,appointment option x function loading all the time,appoint option function load time,,negative,MySejahtera,en
"A+Rewards can't purchase the vouchers with pop up T& C error issue like Reload Pin vouchers and Taobao vouchers from last night until now still not solved yet. Recently, A+ Reward purchase vouchers payment system also usually failed pop up E Wall payment method error. Why the Technical Support of the system can't detect the problems immediately and solved it immediately? poor support",arewards cant purchase the vouchers with pop up t c error issue like reload pin vouchers and taobao vouchers from last night until now still not solved yet recently a reward purchase vouchers payment system also usually failed pop up e wall payment method error why the technical support of the system cant detect the problems immediately and solved it immediately poor support,areward cant purchas voucher pop error issu like reload pin voucher taobao voucher last night still not solv yet recent reward purchas voucher payment system also usual fail pop wall payment method error technic support system cant detect problem immedi solv immedi poor support,,negative,Touch n Go eWallet,en
Excellent and very helpful for the new traveller's who need guidance,excellent and very helpful for the new travellers who need guidance,excel help new travel need guidanc,,positive,Grab,en
ok ok ok rm50. (rm49.50!),ok ok ok rm rm,ok ok ok rm rm,,positive,Touch n Go eWallet,en
Aplikasi ini sangat berguna untuk membuat temu janji di hospital yang berdekatan.,aplikasi ini sangat berguna untuk membuat temu janji di hospital yang berdekatan,aplikasi berguna temu janji hospit berdekatan,,positive,MySejahtera,en
"baru update apps ni, tpi makin pening, skrg mmg dh x boleh top up card tngo guna nfc ke mcm mne, sbb dh xde button utk card tngo tu",baru update apps ni tpi makin pening skrg mmg dh x boleh top up card tngo guna nfc ke mcm mne sbb dh xde button utk card tngo tu,updat app tpi pene skrg mmg dh top card tngo nfc mcm mne sbb dh xde button utk card tngo,,negative,Touch n Go eWallet,en
"Kalau ada penunjuk SETIAP TRANSAKSI baki sebelum, jumlah pembayaran dan baki semasa",kalau ada penunjuk setiap transaksi baki sebelum jumlah pembayaran dan baki semasa,penunjuk transaksi baki pembayaran baki,,neutral,Touch n Go eWallet,en
"lotteria cancels on me and the app wont give me my voucher back, so yeah",lotteria cancels on me and the app wont give me my voucher back so yeah,lotteria cancel app wont give voucher back yeah,,neutral,Grab,en
Maklumat kewangan aku..apakah kamu tahu mygov..?tanya dahulu itu lebih baik.dari pada mengambil keputusan tanpa persetujuan hak hidup sebagai manusia..,maklumat kewangan akuapakah kamu tahu mygovtanya dahulu itu lebih baikdari pada mengambil keputusan tanpa persetujuan hak hidup sebagai manusia,maklumat wang akuapakah mygovtanya baikdari ambil putus tanpa tuju hak hidup manusia,,positive,MySejahtera,ms
Kemaskini sistem bahasa kebangsaan negaraku,kemaskini sistem bahasa kebangsaan negaraku,kemaskini sistem bahasa bangsa negara,,neutral,MySejahtera,ms
Ermmm susah sa mo kumen klu ini..😔,erm susah sa mo kumen klu ini,erm susah sa mo kumen klu,😔,neutral,MySejahtera,ms
"panggil saya book appointment,tapi hari2 tak ada slot",panggil saya book appointmenttapi hari tak ada slot,panggil book appointmenttapi tak slot,,negative,MySejahtera,en
"Getting better, good job well done!! Software Engineer",getting better good job well done software engineer,get better good job well done softwar engin,,neutral,Touch n Go eWallet,en
tolong di review lagi app nya. makin ke sini makin kurang oke. dapat driver lokasi jauh banget dari titik penjemputan jadi tunggu lama dan kasian drivernya juga ongkos bensin buat narik makin banyak.,tolong di review lagi app nya makin ke sini makin kurang oke dapat driver lokasi jauh banget dari titik penjemputan jadi tunggu lama dan kasian drivernya juga ongkos bensin buat narik makin banyak,tolong review app oke driver lokasi banget titik penjemputan tunggu kasian drivernya ongko bensin narik,,negative,Grab,en
vaksin sy sini keluar satu ja,vaksin sy sini keluar satu ja,vaksin sy ja,,negative,MySejahtera,ms
kenapa selepas update jadi lama bila buka.. terlalu lama loading.. dan sangat berat,kenapa selepas update jadi lama bila buka terlalu lama loading dan sangat berat,lepas update buka loading berat,,neutral,Touch n Go eWallet,ms
"The recent update makes it less convenient to view my eWallet balance. The app now prominently displays total assets across all TNG financial products, which may be useful for some users but is unnecessary for those who primarily use the app as an e-wallet. I preferred the previous interface, where the Wallet balance was shown by default and total assets were available under GoFinance. Please consider restoring this option to improve usability and privacy.",the recent update makes it less convenient to view my ewallet balance the app now prominently displays total assets across all tng financial products which may be useful for some users but is unnecessary for those who primarily use the app as an ewallet i preferred the previous interface where the wallet balance was shown by default and total assets were available under gofinance please consider restoring this option to improve usability and privacy,recent updat make less conveni view ewallet balanc app promin display total asset across tng financi product may use user unnecessari primarili use app ewallet prefer previous interfac wallet balanc shown default total asset avail gofin pleas consid restor option improv usabl privaci,,negative,Touch n Go eWallet,en
Selalu berubah ubah kereta. Sepatutnya 1 warna sudah memadai,selalu berubah ubah kereta sepatutnya warna sudah memadai,ubah ubah kereta patut warna pada,,neutral,Grab,ms
The old UI was more seamless with nested transport types under one. whoever made this change to separate tuktuk from car is just silly and is why I am reducing to 4 star. otherwise happy with the service.,the old ui was more seamless with nested transport types under one whoever made this change to separate tuktuk from car is just silly and is why i am reducing to star otherwise happy with the service,old ui seamless nest transport type one whoever made chang separ tuktuk car silli reduc star otherwis happi servic,,positive,Grab,en
"Recently after updated, the fixed notification for MySJ Trace always appeared even though I don't turn it on. Please fix this.. Thanks",recently after updated the fixed notification for mysj trace always appeared even though i dont turn it on please fix this thanks,recent updat fix notif mysj trace alway appear even though dont turn pleas fix thank,,negative,MySejahtera,en
sedih nya..dh kemaskini terus ada masalah ..sebelum kemas kini ok ja tng ni..,sedih nyadh kemaskini terus ada masalah sebelum kemas kini ok ja tng ni,sedih nyadh kemaskini kemas ok ja tng,,negative,Touch n Go eWallet,ms
Sangat sangat baik terima kasih..,sangat sangat baik terima kasih,terima kasih,,positive,Grab,ms
wai sedikan pin grab lah AP lah. tetap jugak salah apa erk. tangan aku salah typ ke apa sampai sebulan aku tk leh login ke acc aku,wai sedikan pin grab lah ap lah tetap jugak salah apa erk tangan aku salah typ ke apa sampai sebulan aku tk leh login ke acc aku,wai dik pin grab ap jugak salah erk tangan salah typ bulan tk leh login acc,,negative,Grab,ms
all utilities bills payment in 1 app,all utilities bills payment in app,util bill payment app,,positive,Touch n Go eWallet,en
