text,clean_text,processed_text,emojis,label,app,language
Insya'Allah... Mempermudahkan pengguna.. Semoga terus sentiasa dalam menaiktaraf.. Tqvm..,insyaallah mempermudahkan pengguna semoga terus sentiasa dalam menaiktaraf tqvm,insyaallah mudah guna moga sentiasa menaiktaraf tqvm,,positive,Grab,ms
nice platform for taxi and food🙏🙏🤗,nice platform for taxi and food,nice platform taxi food,🙏🤗,positive,Grab,en
sangat tepati masa,sangat tepati masa,tepat,,positive,Grab,ms
"Grab is a very useful app for transportation and food delivery. The service is convenient, dependable, and makes daily activities much easier.",grab is a very useful app for transportation and food delivery the service is convenient dependable and makes daily activities much easier,grab use app transport food deliveri servic conveni depend make daili activ much easier,,positive,Grab,en
sangat membantu ni,sangat membantu ni,bantu,,positive,Grab,ms
"mobil bagus,nyaman dan bersih...pemandu ramah...",mobil bagusnyaman dan bersihpemandu ramah,mobil bagusnyaman bersihpemandu ramah,,positive,Grab,ms
ya sanggat baik,ya sanggat baik,sanggat,,positive,Grab,ms
Night shop still available for late order. Tq grab,night shop still available for late order tq grab,night shop still avail late order tq grab,,positive,Grab,en
Excellent and very helpful for the new traveller's who need guidance,excellent and very helpful for the new travellers who need guidance,excel help new travel need guidanc,,positive,Grab,en
"Its not bad at all. Very convinient. Just some little irritants. 1. Ads. I'm trying to pay right now, and I get pop ups and ads. Very counter intuitive to the design of the application. 2. Can be quite slow. Generally not a problem but is confounded by the ads.",its not bad at all very convinient just some little irritants ads im trying to pay right now and i get pop ups and ads very counter intuitive to the design of the application can be quite slow generally not a problem but is confounded by the ads,not bad convini littl irrit ad im tri pay right get pop up ad counter intuit design applic quit slow general not problem confound ad,,neutral,Touch n Go eWallet,en
"1st, NFC reload doesn't work with old phone, now on new phone also. CS told to uninstall & reinstall, after reinstalled, each time login crashed many times just to get to homepage with blue background then crash again. getting thru smart tag n RFID lane already bad experience now the ewallet, not including constant nationwide offline, cannot reload physical cards. troublesome with no other options. improvise la",st nfc reload doesnt work with old phone now on new phone also cs told to uninstall reinstall after reinstalled each time login crashed many times just to get to homepage with blue background then crash again getting thru smart tag n rfid lane already bad experience now the ewallet not including constant nationwide offline cannot reload physical cards troublesome with no other options improvise la,st nfc reload doesnt work old phone new phone also cs told uninstal reinstal reinstal time login crash mani time get homepag blue background crash get thru smart tag rfid lane alreadi bad experi ewallet not includ constant nationwid offlin not reload physic card troublesom no option improvis la,,neutral,Touch n Go eWallet,en
auto reload no longer working...,auto reload no longer working,auto reload no longer work,,neutral,Touch n Go eWallet,en
"tolong lah hapuskan lockin gune foto² wajah ni,,,Klau senang sekali lockin tkpee",tolong lah hapuskan lockin gune foto² wajah niklau senang sekali lockin tkpee,tolong hapus lockin gune wajah niklau senang lockin tkpee,,neutral,Touch n Go eWallet,ms
It's easy and very convenient app to pay anything but The new version is very slowly to open it take 30 seconds !! I tried on the both Mobiles same problem!!,its easy and very convenient app to pay anything but the new version is very slowly to open it take seconds i tried on the both mobiles same problem,easi conveni app pay anyth new version slowli open take second tri mobil problem,,neutral,Touch n Go eWallet,en
Becareful always follow the official guidelines to verify is it got malware or malicious apps .,becareful always follow the official guidelines to verify is it got malware or malicious apps,becar alway follow offici guidelin verifi got malwar malici app,,neutral,Touch n Go eWallet,en
"No good. 2nd incident. I wanted to fill RM55. I opened Caltexgo to check my Budi to ""Pump & Pay"" using TnG paying RM111.11 Maybe I picked up the pump too early due to my son distracting me, and no petrol came out. I had to come out with another RM50 cash to fill my car up. I think Shell has a better fool proof system.",no good nd incident i wanted to fill rm i opened caltexgo to check my budi to pump pay using tng paying rm maybe i picked up the pump too early due to my son distracting me and no petrol came out i had to come out with another rm cash to fill my car up i think shell has a better fool proof system,no good nd incid want fill rm open caltexgo check budi pump pay use tng pay rm mayb pick pump earli due son distract no petrol came come anoth rm cash fill car think shell better fool proof system,,neutral,Touch n Go eWallet,en
saya baru mula,saya baru mula,,,neutral,Touch n Go eWallet,ms
"my account SUSPENDED , cannot open . my balance got in there",my account suspended cannot open my balance got in there,account suspend not open balanc got,,neutral,Touch n Go eWallet,en
always crash on my device poco c65... happened for a few days already... before this just normal,always crash on my device poco c happened for a few days already before this just normal,alway crash devic poco happen day alreadi normal,,neutral,Touch n Go eWallet,en
why quick payment and auto reload is unavailable?? when fix that problem?,why quick payment and auto reload is unavailable when fix that problem,quick payment auto reload unavail fix problem,,neutral,Touch n Go eWallet,en
tolong penggunaan TnG d uprage macam boost semua boleh scan🥲,tolong penggunaan tng d uprage macam boost semua boleh scan,tolong guna tng uprage boost scan,🥲,neutral,Touch n Go eWallet,ms
"it was simple and good before but now it's complicated. it's seems like a lots of people is facing with the problem of ""rooted device"" pop up. my phone is the original settings, no jailbreak or modified . what is exactly the problem?",it was simple and good before but now its complicated its seems like a lots of people is facing with the problem of rooted device pop up my phone is the original settings no jailbreak or modified what is exactly the problem,simpl good complic seem like lot peopl face problem root devic pop phone origin set no jailbreak modifi exact problem,,neutral,Touch n Go eWallet,en
Saya tidak boleh menggunakan aplikasi ini,saya tidak boleh menggunakan aplikasi ini,tidak aplikasi,,neutral,Touch n Go eWallet,ms
"setelah membuat kemas kini,bila time nak log in sering gagal n ralat,sebelum kemas kini ok je..",setelah membuat kemas kinibila time nak log in sering gagal n ralatsebelum kemas kini ok je,kemas kinibila time nak log gagal ralatsebelum kemas ok,,neutral,Touch n Go eWallet,ms
To many notifications and popups,to many notifications and popups,mani notif popup,,neutral,Touch n Go eWallet,en
sedikit mem buat saya stress,sedikit mem buat saya stress,mem stress,,neutral,Touch n Go eWallet,ms
one man show,one man show,one man show,,neutral,Touch n Go eWallet,en
jangan teraniaya sudah,jangan teraniaya sudah,jangan aniaya,,neutral,Touch n Go eWallet,ms
"Getting better, good job well done!! Software Engineer",getting better good job well done software engineer,get better good job well done softwar engin,,neutral,Touch n Go eWallet,en
"Kalau ada penunjuk SETIAP TRANSAKSI baki sebelum, jumlah pembayaran dan baki semasa",kalau ada penunjuk setiap transaksi baki sebelum jumlah pembayaran dan baki semasa,penunjuk transaksi baki pembayaran baki,,neutral,Touch n Go eWallet,en
"ia akan lebih baik bila mana semua qr duitnow boleh di scan utk buat pembayaran.. kadang ada yg boleh, kadang tak boleh..",ia akan lebih baik bila mana semua qr duitnow boleh di scan utk buat pembayaran kadang ada yg boleh kadang tak boleh,qr duitnow scan utk pembayaran kadang yg kadang tak,,neutral,Touch n Go eWallet,en
saya tidak bisa masuk ewalet saya tolong di perbaiki,saya tidak bisa masuk ewalet saya tolong di perbaiki,tidak ewalet tolong baik,,neutral,Touch n Go eWallet,ms
kenapa tng jdi lmbt slow msuk adoi susah nk transfer tollng la baiki,kenapa tng jdi lmbt slow msuk adoi susah nk transfer tollng la baiki,tng jdi lmbt slow msuk adoi susah nk transfer tollng la baik,,neutral,Touch n Go eWallet,ms
since last two so difficult to use TnG. The system is to slow when try to do a payment. Sometimes can't enter at all!!!!!,since last two so difficult to use tng the system is to slow when try to do a payment sometimes cant enter at all,sinc last two difficult use tng system slow tri payment sometim cant enter,,neutral,Touch n Go eWallet,en
"makin update new version makin teruk, especially need to click on the ""Reward"" , forever load non stop even using WiFi. 😓😓 pls improve the web bandwidth",makin update new version makin teruk especially need to click on the reward forever load non stop even using wifi pls improve the web bandwidth,updat new version teruk especi need click reward forev load non stop even use wifi pls improv web bandwidth,😓,neutral,Touch n Go eWallet,en
Go+ untuk warganegara saja Sye nk tapi tak boleh,go untuk warganegara saja sye nk tapi tak boleh,go warganegara sye nk tak,,neutral,Touch n Go eWallet,ms
kemaskini de email bahru.,kemaskini de email bahru,kemaskini de email bahru,,neutral,Touch n Go eWallet,ms
annoying when promotion pop up first when open app,annoying when promotion pop up first when open app,annoy promot pop first open app,,neutral,Touch n Go eWallet,en
knp ya tng sekarang semakin slow,knp ya tng sekarang semakin slow,knp tng slow,,neutral,Touch n Go eWallet,ms
over all the service was fine until it came into a refund issue it has been one weeks almost two weeks and still amount money inside my account still remain the same,over all the service was fine until it came into a refund issue it has been one weeks almost two weeks and still amount money inside my account still remain the same,servic fine came refund issu one week almost two week still amount money insid account still remain,,neutral,Touch n Go eWallet,en
very slow login and need to wait more time to scan the QR,very slow login and need to wait more time to scan the qr,slow login need wait time scan qr,,neutral,Touch n Go eWallet,en
"acc sy tak boleh log in kenape yer, sy terlupe no pin & password tapi dah ikot arahan diberi tapi still tak boleh, dia kata ""ada yg tak kena"" ape perlu sy buat untuk dapatkan semula acc sy",acc sy tak boleh log in kenape yer sy terlupe no pin password tapi dah ikot arahan diberi tapi still tak boleh dia kata ada yg tak kena ape perlu sy buat untuk dapatkan semula acc sy,acc sy tak log kenape yer sy terlupe no pin password dah ikot arah still tak yg tak ape sy dapat acc sy,,neutral,Touch n Go eWallet,ms
terlalu bnyak kmudahan yg dsediakan di TNG ini..,terlalu bnyak kmudahan yg dsediakan di tng ini,bnyak kmudahan yg dsediakan tng,,neutral,Touch n Go eWallet,en
"too many noti, separate it",too many noti separate it,many not separate,,neutral,Touch n Go eWallet,ms
apu... slow amat,apu slow amat,apu slow,,neutral,Touch n Go eWallet,ms
terbaik senang bayaran bil elektrik,terbaik senang bayaran bil elektrik,baik senang bayar bil elektrik,,neutral,Touch n Go eWallet,ms
Love using touch n go app. Secure fast and easy to use. But they have cancelled the auto reload from Debit cards i.e if your e wallet balance is low it will deduct from your debit card to fulfil the payment. Which was convenient specially at tolls.,love using touch n go app secure fast and easy to use but they have cancelled the auto reload from debit cards ie if your e wallet balance is low it will deduct from your debit card to fulfil the payment which was convenient specially at tolls,love use touch go app secur fast easi use cancel auto reload debit card ie wallet balanc low deduct debit card fulfil payment conveni special toll,,neutral,Touch n Go eWallet,en
kenapa tak boleh tukar nama akaun tng wallet?,kenapa tak boleh tukar nama akaun tng wallet,tak tukar nama akaun tng wallet,,neutral,Touch n Go eWallet,ms
"since last 2 month , loading of app to scan to pay getting lagging. whereas Maybank QR Pay instantly can scan.",since last month loading of app to scan to pay getting lagging whereas maybank qr pay instantly can scan,sinc last month load app scan pay get lag wherea maybank qr pay instant scan,,neutral,Touch n Go eWallet,en
"i up 2 star because annoying promotion notification is not there anymore, thanks TnGo developer. It remains 3 star because new interface not really user friendly and loading favorite=>more took ages to load 😅...",i up star because annoying promotion notification is not there anymore thanks tngo developer it remains star because new interface not really user friendly and loading favoritemore took ages to load,star annoy promot notif not anymor thank tngo develop remain star new interfac not realli user friend load favoritemor took age load,😅,neutral,Touch n Go eWallet,en
Search for biller e.g. Celcom very slow,search for biller eg celcom very slow,search biller eg celcom slow,,neutral,Touch n Go eWallet,en
the tng card balance is not updated,the tng card balance is not updated,tng card balanc not updat,,neutral,Touch n Go eWallet,en
"ok mudah untuk membayar, duit pun cepat jer habis,",ok mudah untuk membayar duit pun cepat jer habis,ok mudah bayar duit cepat jer habis,,neutral,Touch n Go eWallet,ms
face recognition very unreliable,face recognition very unreliable,face recognit unreli,,neutral,Touch n Go eWallet,en
mudah dn menjimatkan masa,mudah dn menjimatkan masa,mudah dn jimat,,neutral,Touch n Go eWallet,ms
kenapa selepas update jadi lama bila buka.. terlalu lama loading.. dan sangat berat,kenapa selepas update jadi lama bila buka terlalu lama loading dan sangat berat,lepas update buka loading berat,,neutral,Touch n Go eWallet,ms
it's rather unfriendly,its rather unfriendly,rather unfriend,,neutral,Touch n Go eWallet,en
"TNG Ewallet crashed every time I opened it, causing even my system UI to stop working forcing a restart. I use Realme C53",tng ewallet crashed every time i opened it causing even my system ui to stop working forcing a restart i use realme c,tng ewallet crash everi time open caus even system ui stop work forc restart use realm,,neutral,Touch n Go eWallet,en
pening lagy untuk menggunakan kemudahan touch NGO terbaru,pening lagy untuk menggunakan kemudahan touch ngo terbaru,pening lagy mudah touch ngo baru,,neutral,Touch n Go eWallet,ms
"I want to access my vaccination proof, but my account status 'not verify'. How can I get my vaccination details?",i want to access my vaccination proof but my account status not verify how can i get my vaccination details,want access vaccin proof account status not verifi get vaccin detail,,neutral,MySejahtera,en
Easy to remember it.,easy to remember it,easi rememb,,neutral,MySejahtera,en
Why my username and password is correct but cannot login in due to invalid username and password?,why my username and password is correct but cannot login in due to invalid username and password,usernam password correct not login due invalid usernam password,,neutral,MySejahtera,en
🥴tak boleh bukak,tak boleh bukak,tak bukak,🥴,neutral,MySejahtera,ms
"Saya booked dental appointment dalam apps mysejahtera tapi kenapa sejak minggu lepas asyik loading je page appointment tu? Appt saya tadi, takdapat saya nak tunjuk Dr saya dah booked appt. Untung saya dah screenshot siap siap",saya booked dental appointment dalam apps mysejahtera tapi kenapa sejak minggu lepas asyik loading je page appointment tu appt saya tadi takdapat saya nak tunjuk dr saya dah booked appt untung saya dah screenshot siap siap,book dental appoint app mysejahtera minggu lepa asyik load page appoint appt takdapat nak dr dah book appt untung dah screenshot,,neutral,MySejahtera,en
Kemaskini sistem bahasa kebangsaan negaraku,kemaskini sistem bahasa kebangsaan negaraku,kemaskini sistem bahasa bangsa negara,,neutral,MySejahtera,ms
The latest update has problem to book appointments for health check up and many other services. I could not even log out even after uninstall. Please check if any bug persistent. Update: only happens on my smartphone: Samsung A55 5G. It works smoothly on my Samsung Tab S9+. Tried to clear all data from the app and it works. Please help to fix this bug if possible. It is quite a hassle.,the latest update has problem to book appointments for health check up and many other services i could not even log out even after uninstall please check if any bug persistent update only happens on my smartphone samsung a g it works smoothly on my samsung tab s tried to clear all data from the app and it works please help to fix this bug if possible it is quite a hassle,latest updat problem book appoint health check mani servic could not even log even uninstal pleas check bug persist updat happen smartphon samsung work smooth samsung tab tri clear data app work pleas help fix bug possibl quit hassl,,neutral,MySejahtera,en
Ermmm susah sa mo kumen klu ini..😔,erm susah sa mo kumen klu ini,erm susah sa mo kumen klu,😔,neutral,MySejahtera,ms
Keep fighting dignity,keep fighting dignity,keep fighting dignity,,neutral,MySejahtera,ms
can't find the name of klinik that's I wanted,cant find the name of klinik thats i wanted,cant find name klinik that want,,neutral,MySejahtera,en
kenapa bahagian health card jadi kosong? padahal ada rekod derma darah sebelum ini.,kenapa bahagian health card jadi kosong padahal ada rekod derma darah sebelum ini,bahagian health card kosong rekod derma darah,,neutral,MySejahtera,en
kenapa mysejahtera dah tak boleh nak download ?,kenapa mysejahtera dah tak boleh nak download,mysejahtera dah tak nak download,,neutral,MySejahtera,ms
"Kenapa saya tidak dapat mengakses bahagian temujanji di aplikasi mysejahtera, billa tekan diminta untuk verified account tapi dapat notis sudah verified melalui akaun sekian2..tapi bahagian temujanji tetap tidak boleh akses",kenapa saya tidak dapat mengakses bahagian temujanji di aplikasi mysejahtera billa tekan diminta untuk verified account tapi dapat notis sudah verified melalui akaun sekian tapi bahagian temujanji tetap tidak boleh akses,tidak mengaks bahagian temujanji aplikasi mysejahtera billa tekan verifi account noti verifi akaun sekian bahagian temujanji tidak aks,,neutral,MySejahtera,en
Kalau no fon yg dftar da tak aktif nak buat mcm mn?susah sangat nk check up di klinik kesihatan sbb tak boleh nk log in.,kalau no fon yg dftar da tak aktif nak buat mcm mnsusah sangat nk check up di klinik kesihatan sbb tak boleh nk log in,no fon yg dftar da tak aktif nak mcm mnsusah nk check klinik kesihatan sbb tak nk log,,neutral,MySejahtera,ms
saya guna Oppo a93. selepas update terkini. app crash. hang. jadi black screen.,saya guna oppo a selepas update terkini app crash hang jadi black screen,oppo selepa updat terkini app crash hang black screen,,neutral,MySejahtera,en
mycampion macam mana ni ok,mycampion macam mana ni ok,mycampion ok,,neutral,MySejahtera,ms
Apa yang ko dh buat? Mana history Data medication aku🤦🏻‍♂️ orng nk buat rujukan ko pegi buang pula,apa yang ko dh buat mana history data medication aku orng nk buat rujukan ko pegi buang pula,ko dh histori data medic orng nk rujukan ko pegi buang,🤦🏻‍♂️,neutral,MySejahtera,en
saya nak tukar no fon baru ..tapi sulit nak buat..boleh bagi tahu saya macam mana nak buat..fon lama saya hilang kena curi,saya nak tukar no fon baru tapi sulit nak buatboleh bagi tahu saya macam mana nak buatfon lama saya hilang kena curi,nak tukar no fon sulit nak buatboleh nak buatfon hilang curi,,neutral,MySejahtera,ms
"email tak boleh ubah kenapa ya,, bila nk verify, email lama lupa password,,, bila nak masuk email baru tiada pilihan lain untuk submit email baru, so appointment xboleh buat selagi email x verify",email tak boleh ubah kenapa ya bila nk verify email lama lupa password bila nak masuk email baru tiada pilihan lain untuk submit email baru so appointment xboleh buat selagi email x verify,email tak ubah nk verifi email lupa password nak email tiada pilihan submit email appoint xboleh selagi email verifi,,neutral,MySejahtera,en
Saya tidak dapat update status risiko convid sebab itu saya tidak dibenarkan masuk kerja. Apa perlu saya buat?,saya tidak dapat update status risiko convid sebab itu saya tidak dibenarkan masuk kerja apa perlu saya buat,tidak update status risiko convid tidak benar,,neutral,MySejahtera,ms
"Idk if its just me but the latest update is kinda buggy. Like, i cant view my profile and when i tried to update my info, i couldnt get pass the passport part which it said mandatory but i dont have any passport :( and as for the other page like MyMinda, when i clicked on it, its just blank. Maybe need to fix some of these bugs",idk if its just me but the latest update is kinda buggy like i cant view my profile and when i tried to update my info i couldnt get pass the passport part which it said mandatory but i dont have any passport and as for the other page like myminda when i clicked on it its just blank maybe need to fix some of these bugs,idk latest updat kinda buggi like cant view profil tri updat info couldnt get pass passport part said mandatori dont passport page like myminda click blank mayb need fix bug,,neutral,MySejahtera,en
Susah sangat nk tgk rekod kesihatan...dah kemaskini pun tetap xboleh tengok,susah sangat nk tgk rekod kesihatandah kemaskini pun tetap xboleh tengok,susah nk tgk rekod kesihatandah kemaskini xboleh tengok,,neutral,MySejahtera,ms
I couldn't find my blood donation records,i couldnt find my blood donation records,couldnt find blood donat record,,neutral,MySejahtera,en
aritu ada untuk tengok bilangan Blood Donor .. sekarang dah xde. kenapaaa ??,aritu ada untuk tengok bilangan blood donor sekarang dah xde kenapa,aritu tengok bilangan blood donor dah xde,,neutral,MySejahtera,en
I can't open this app right now and I don't know why.. All my apps are updated automatically if needed to be updated.. But now..I really don't understand why I can't open this app 🤔,i cant open this app right now and i dont know why all my apps are updated automatically if needed to be updated but nowi really dont understand why i cant open this app,cant open app right dont know app updat automat need updat nowi realli dont understand cant open app,🤔,neutral,MySejahtera,en
usefull to book appointment,usefull to book appointment,useful book appoint,,neutral,MySejahtera,en
"I can't log out of the application. When I want to log out, nothing comes out and I see that my husband's number is still there to log in even though we have separated the way to log in using our respective emails. Then there are several displays that don't show anything, it's blank and I want to log out and try to log in using my own ID, it doesn't give any response. I've uninstalled and reinstalled this application several times but when I want to open the account information section it keeps",i cant log out of the application when i want to log out nothing comes out and i see that my husbands number is still there to log in even though we have separated the way to log in using our respective emails then there are several displays that dont show anything its blank and i want to log out and try to log in using my own id it doesnt give any response ive uninstalled and reinstalled this application several times but when i want to open the account information section it keeps,cant log applic want log noth come see husband number still log even though separ way log use respect email sever display dont show anyth blank want log tri log use id doesnt give respons ive uninstal reinstal applic sever time want open account inform section keep,,neutral,MySejahtera,en
May I know where's the blood donor's info?,may i know wheres the blood donors info,may know where blood donor info,,neutral,MySejahtera,en
"always loading when i want make an appointment,please fix that",always loading when i want make an appointmentplease fix that,alway load want make appointmentpleas fix,,neutral,MySejahtera,en
"Macam mana nak guna helpdesk ni ? Saya mahukan sijil vaksinasi secepat mungkin tapi sistem ini sangat susah , tolong segera saya sangat memerluka ,terima kasih",macam mana nak guna helpdesk ni saya mahukan sijil vaksinasi secepat mungkin tapi sistem ini sangat susah tolong segera saya sangat memerluka terima kasih,nak helpdesk mahukan sijil vaksinasi cepat sistem susah tolong luka terima kasih,,neutral,MySejahtera,ms
Kenapa lama sangat pengesahan ni aduh jem jem🙂,kenapa lama sangat pengesahan ni aduh jem jem,kesah aduh jem jem,🙂,neutral,MySejahtera,ms
"Cant refresh my profile, the date remain in 2022...pla fix the bug thks",cant refresh my profile the date remain in pla fix the bug thks,cant refresh profil date remain pla fix bug thks,,neutral,MySejahtera,en
Kita telah di perbodohkn oleh mereka..punca 22 bulan memerintah kerajaan gagal kawal Covid..bahkn ditipu vaksin utk mmbunuh manusia..vaksin xkn d cipta masa terdekat..Mereka Berkomplot mmbunuh rakyat,kita telah di perbodohkn oleh merekapunca bulan memerintah kerajaan gagal kawal covidbahkn ditipu vaksin utk mmbunuh manusiavaksin xkn d cipta masa terdekatmereka berkomplot mmbunuh rakyat,perbodohkn merekapunca memerintah kerajaan gagal kawal covidbahkn ditipu vaksin utk mmbunuh manusiavaksin xkn cipta terdekatmereka berkomplot mmbunuh rakyat,,neutral,MySejahtera,en
"Sepatutnye kedua² ibubapa boleh register anak² dan pasangan sebagai jagaan..ni harapkan 1 acc je yg boleh..kalau telepon bapak yg register, mak xboleh dah. abes klau mak nak register anak kat klinik utk outpatient camne kalau ayah outstation..dah beratur plak..pas2 slot abes plak..",sepatutnye kedua² ibubapa boleh register anak² dan pasangan sebagai jagaanni harapkan acc je yg bolehkalau telepon bapak yg register mak xboleh dah abes klau mak nak register anak kat klinik utk outpatient camne kalau ayah outstationdah beratur plakpas slot abes plak,sepatutny ibubapa regist pasangan jagaanni harapkan acc yg bolehkalau telepon yg regist mak xboleh dah abe klau mak nak regist anak kat klinik utk outpati camn ayah outstationdah beratur plakpa slot abe plak,,neutral,MySejahtera,en
Dah tekan lupa kata laluan . Tapi sampai sekarang dari bulan 8 masih tak terima emel/ sms link untuk saya tukar password baru . Apakah jalan penyelesaian anda ?,dah tekan lupa kata laluan tapi sampai sekarang dari bulan masih tak terima emel sms link untuk saya tukar password baru apakah jalan penyelesaian anda,dah tekan lupa lalu tak terima emel sms link tukar password jalan selesai,,neutral,MySejahtera,ms
I can't find my vaccination card,i cant find my vaccination card,cant find vaccin card,,neutral,MySejahtera,en
"Edit (30/1/25): Just set allow for mysejahtera on any ad blocker app and will be fine. I recently changed phone, installed the app and forever stuck on login page. Keep saying invalid user id or password. Helpdesk not helping, giving me same steps for 3 times. I can only login on old phone. But I dont want to be bringing two phones out every time. Please fix. My new phone is new model just out November 2024. I need the app to work so I can check my appointment dates.",edit just set allow for mysejahtera on any ad blocker app and will be fine i recently changed phone installed the app and forever stuck on login page keep saying invalid user id or password helpdesk not helping giving me same steps for times i can only login on old phone but i dont want to be bringing two phones out every time please fix my new phone is new model just out november i need the app to work so i can check my appointment dates,edit set allow mysejahtera ad blocker app fine recent chang phone instal app forev stuck login page keep say invalid user id password helpdesk not help give step time login old phone dont want bring two phone everi time pleas fix new phone new model novemb need app work check appoint date,,neutral,MySejahtera,en
kenapa sistem madani sekarang menyusahkan rakyat? mysejahtera tak boleh nak update number baru ? buat banyak kali pun macam tu juga apa2 appointment mesti nak kena guna mysejahtera bad service maaf cakap ye 👎🏻👎🏻👎🏻,kenapa sistem madani sekarang menyusahkan rakyat mysejahtera tak boleh nak update number baru buat banyak kali pun macam tu juga apa appointment mesti nak kena guna mysejahtera bad service maaf cakap ye,sistem madani susah rakyat mysejahtera tak nak update number appointment mesti nak mysejahtera bad service maaf cakap ye,👎🏻,neutral,MySejahtera,ms
MCM mane nk masuk semula.. hari tu fon... Terus xboleh masuk semula,mcm mane nk masuk semula hari tu fon terus xboleh masuk semula,mcm mane nk fon xboleh,,neutral,MySejahtera,ms
"Janan susahkan guna biometric atau passcode. mysejahtera untuk kesihatan, pakcik makcik terpaksa buat passcode untuk mysejahtera, makin menyusahkan mereka bila guna telefon",janan susahkan guna biometric atau passcode mysejahtera untuk kesihatan pakcik makcik terpaksa buat passcode untuk mysejahtera makin menyusahkan mereka bila guna telefon,janan susahkan biometr passcod mysejahtera kesihatan pakcik makcik terpaksa passcod mysejahtera menyusahkan telefon,,neutral,MySejahtera,en
Sangat bagus dan membantu .✍️,sangat bagus dan membantu,bagus bantu,✍️,neutral,MySejahtera,ms
"Totally cannot use the function inside app. First, the profile is keep loading n loading, no interface appear,. Terrible.",totally cannot use the function inside app first the profile is keep loading n loading no interface appear terrible,total not use function insid app first profil keep load load no interfac appear terribl,,neutral,MySejahtera,en
Appointment slot for dental are very limited.,appointment slot for dental are very limited,appoint slot dental limit,,neutral,MySejahtera,en
"I dunno why the app keep having ""internet connection is now offline"". so how am I wanna check my next appointment?",i dunno why the app keep having internet connection is now offline so how am i wanna check my next appointment,dunno app keep internet connect offlin wan na check next appoint,,neutral,MySejahtera,en
"Please provide the option of reverting to the previous option, because there's a function available in the old, but no longer available now.",please provide the option of reverting to the previous option because theres a function available in the old but no longer available now,pleas provid option revert previous option there function avail old no longer avail,,neutral,MySejahtera,en
blood type and number of blood donation records missing,blood type and number of blood donation records missing,blood type number blood donat record miss,,neutral,MySejahtera,en
"𝑺𝒕𝒐𝒑 𝒖𝒑𝒅𝒂𝒕𝒆 𝒍𝒂𝒉, 𝒃𝒖𝒌𝒂𝒏 𝒅𝒊𝒈𝒖𝒏𝒂𝒌𝒂𝒏 𝒍𝒂𝒈𝒊 𝒔𝒆𝒌𝒂𝒓𝒂𝒏𝒈 😅",𝑺𝒕𝒐𝒑 𝒖𝒑𝒅𝒂𝒕𝒆 𝒍𝒂𝒉 𝒃𝒖𝒌𝒂𝒏 𝒅𝒊𝒈𝒖𝒏𝒂𝒌𝒂𝒏 𝒍𝒂𝒈𝒊 𝒔𝒆𝒌𝒂𝒓𝒂𝒏𝒈,,😅,neutral,MySejahtera,ms
What happened to the blood donor section?,what happened to the blood donor section,happen blood donor section,,neutral,MySejahtera,en
Rasanya dah boleh matikan feature MySj Trace ni. Dah tak perlu 24jam active.,rasanya dah boleh matikan feature mysj trace ni dah tak perlu jam active,dah matikan featur mysj trace dah tak jam activ,,neutral,MySejahtera,en
"Mohon bantuan, kenapa saya suruh hantar (forget password) untuk (code) saya dah hantar e-mail saya tapi tak masuk pun dalam e-mail saya , menyusahkan betul lah",mohon bantuan kenapa saya suruh hantar forget password untuk code saya dah hantar email saya tapi tak masuk pun dalam email saya menyusahkan betul lah,bantu suruh hantar forget password code dah hantar email tak email susah,,neutral,MySejahtera,ms
"Apps are great to use, but for grab rides, some pickup points in Singapore for example new estates like Tengah, is very confusing for drivers and/or passengers. It would be great if the company could train or update their maps drivers/riders use. this is so that they would know where to go to.",apps are great to use but for grab rides some pickup points in singapore for example new estates like tengah is very confusing for drivers andor passengers it would be great if the company could train or update their maps driversriders use this is so that they would know where to go to,app great use grab ride pickup point singapor exampl new estat like tengah confus driver andor passeng would great compani could train updat map driversrid use would know go,,neutral,Grab,en
Klau murah sikit lagi bgus,klau murah sikit lagi bgus,klau murah sikit bgus,,neutral,Grab,ms
"Tarifnya naik, banyak driver di lokasi tp dpt driver yg jauh. Buang2 waktu menunggu.",tarifnya naik banyak driver di lokasi tp dpt driver yg jauh buang waktu menunggu,tarifnya driver lokasi tp dpt driver yg buang waktu menunggu,,neutral,Grab,en
"pesen makan order placed nya lama banget, mau dicancel gak bisa.. masa harus nunggu sejam dulu baru bisa dicancel..",pesen makan order placed nya lama banget mau dicancel gak bisa masa harus nunggu sejam dulu baru bisa dicancel,pesen makan order place banget dicancel gak nunggu sejam dicancel,,neutral,Grab,en
"Good customer service from the company, but my main issue is the unprofessional drivers. Ordered some food at midnight, paid by cash, and somehow the driver asked me where's the tips. I thought tips aren't mandatory, and only if customer wants to give tips. It's not something that the driver demands from the customer as if the customers owe them money. It happened twice. Also how some drivers would just cancel my order halfway through without any confirmation, making me have to wait even more.",good customer service from the company but my main issue is the unprofessional drivers ordered some food at midnight paid by cash and somehow the driver asked me wheres the tips i thought tips arent mandatory and only if customer wants to give tips its not something that the driver demands from the customer as if the customers owe them money it happened twice also how some drivers would just cancel my order halfway through without any confirmation making me have to wait even more,good custom servic compani main issu unprofession driver order food midnight paid cash somehow driver ask where tip thought tip arent mandatori custom want give tip not someth driver demand custom custom owe money happen twice also driver would cancel order halfway without confirm make wait even,,neutral,Grab,en
